Index,SPN190_Logged_Phys,SPN190_Logged_Raw,SPN190_Original_Phys,SPN190_Original_Raw,SPN190_Error,SPN91_Logged_Phys,SPN91_Logged_Raw,SPN91_Original_Phys,SPN91_Original_Raw,SPN91_Error,SPN84_Logged_Phys,SPN84_Logged_Raw,SPN84_Original_Phys,SPN84_Original_Raw,SPN84_Error,SPN183_Logged_Phys,SPN183_Logged_Raw,SPN183_Original_Phys,SPN183_Original_Raw,SPN183_Error,SPN184_Logged_Phys,SPN184_Logged_Raw,SPN184_Original_Phys,SPN184_Original_Raw,SPN184_Error
53,,,63.6,509,,,,0.0,0,,,,5.3,1357,,,,0.0,0,,,,15.0,7680,
54,,,64.8,518,,,,0.0,0,,,,5.4,1382,,,,0.0,0,,,,15.0,7680,
55,,,66.0,528,,,,0.0,0,,,,5.5,1408,,,,0.0,0,,,,15.0,7680,
56,,,67.2,538,,,,0.0,0,,,,5.6,1434,,,,0.0,0,,,,15.0,7680,
57,,,68.4,547,,,,0.0,0,,,,5.7,1459,,,,0.0,0,,,,15.0,7680,
58,,,69.6,557,,,,0.0,0,,,,5.8,1485,,,,0.0,0,,,,15.0,7680,
59,,,70.8,566,,,,0.0,0,,,,5.9,1510,,,,0.0,0,,,,15.0,7680,
60,,,72.0,576,,,,0.0,0,,,,6.0,1536,,,,0.0,0,,,,15.0,7680,
61,,,73.2,586,,,,0.0,0,,,,6.1,1562,,,,0.0,0,,,,15.0,7680,
62,,,74.4,595,,,,0.0,0,,,,6.2,1587,,,,0.0,0,,,,15.0,7680,
63,,,75.6,605,,,,0.0,0,,,,6.3,1613,,,,0.0,0,,,,15.0,7680,
64,,,76.8,614,,,,0.0,0,,,,6.4,1638,,,,0.0,0,,,,15.0,7680,
65,,,78.0,624,,,,0.0,0,,,,6.5,1664,,,,0.0,0,,,,15.0,7680,
66,920.0,7360,79.2,634,840.8,10.0,25,0.0,0,10.0,,,6.6,1690,,,,0.0,0,,,,15.0,7680,
67,,,80.4,643,,,,0.0,0,,70.0,17920,6.7,1715,63.3,50.0,1000,0.0,0,50.0,15.0,7680,15.0,7680,0.0
68,,,81.6,653,,,,0.0,0,,,,6.8,1741,,,,0.0,0,,,,15.0,7680,
69,,,82.8,662,,,,0.0,0,,,,6.9,1766,,,,0.0,0,,,,15.0,7680,
70,,,84.0,672,,,,0.0,0,,,,7.0,1792,,,,0.0,0,,,,15.0,7680,
71,,,85.2,682,,,,0.0,0,,,,7.1,1818,,,,0.0,0,,,,15.0,7680,
72,,,86.4,691,,,,0.0,0,,,,7.2,1843,,,,0.0,0,,,,15.0,7680,
73,,,87.6,701,,,,0.0,0,,,,7.3,1869,,,,0.0,0,,,,15.0,7680,
74,,,88.8,710,,,,0.0,0,,,,7.4,1894,,,,0.0,0,,,,15.0,7680,
75,,,90.0,720,,,,0.0,0,,,,7.5,1920,,,,0.0,0,,,,15.0,7680,
76,,,91.2,730,,,,0.0,0,,,,7.6,1946,,,,0.0,0,,,,15.0,7680,
77,,,92.4,739,,,,0.0,0,,,,7.7,1971,,,,0.0,0,,,,15.0,7680,
78,,,93.6,749,,,,0.0,0,,,,7.8,1997,,,,0.0,0,,,,15.0,7680,
79,,,94.8,758,,,,0.0,0,,,,7.9,2022,,,,0.0,0,,,,15.0,7680,
80,,,96.0,768,,,,0.0,0,,,,8.0,2048,,,,0.0,0,,,,15.0,7680,
81,,,97.2,778,,,,0.0,0,,,,8.1,2074,,,,0.0,0,,,,15.0,7680,
82,,,98.4,787,,,,0.0,0,,,,8.2,2099,,,,0.0,0,,,,15.0,7680,
83,950.0,7600,99.6,797,850.4,18.0,45,0.0,0,18.0,72.3984,18534,8.3,2125,64.0984,,,0.0,0,,,,15.0,7680,
84,,,100.8,806,,,,0.0,0,,,,8.4,2150,,50.0,1000,0.0,0,50.0,15.0,7680,15.0,7680,0.0
85,,,102.0,816,,,,0.0,0,,,,8.5,2176,,,,0.0,0,,,,15.0,7680,
86,,,103.2,826,,,,0.0,0,,,,8.6,2202,,,,0.0,0,,,,15.0,7680,
87,,,104.4,835,,,,0.0,0,,,,8.7,2227,,,,0.0,0,,,,15.0,7680,
88,,,105.6,845,,,,0.0,0,,,,8.8,2253,,,,0.0,0,,,,15.0,7680,
89,,,106.8,854,,,,0.0,0,,,,8.9,2278,,,,0.0,0,,,,15.0,7680,
90,,,108.0,864,,,,0.0,0,,,,9.0,2304,,,,0.0,0,,,,15.0,7680,
91,,,109.2,874,,,,0.0,0,,,,9.1,2330,,,,0.0,0,,,,15.0,7680,
92,,,110.4,883,,,,0.0,0,,,,9.2,2355,,,,0.0,0,,,,15.0,7680,
93,,,111.6,893,,,,0.0,0,,,,9.3,2381,,,,0.0,0,,,,15.0,7680,
94,,,112.8,902,,,,0.0,0,,,,9.4,2406,,,,0.0,0,,,,15.0,7680,
95,,,114.0,912,,,,0.0,0,,,,9.5,2432,,,,0.0,0,,,,15.0,7680,
96,,,115.2,922,,,,0.0,0,,,,9.6,2458,,,,0.0,0,,,,15.0,7680,
97,,,116.4,931,,,,0.0,0,,,,9.7,2483,,,,0.0,0,,,,15.0,7680,
98,,,117.6,941,,,,0.0,0,,,,9.8,2509,,,,0.0,0,,,,15.0,7680,
99,,,118.8,950,,,,0.0,0,,,,9.9,2534,,,,0.0,0,,,,15.0,7680,
100,980.0,7840,120.0,960,860.0,18.0,45,0.0,0,18.0,74.6992,19123,10.0,2560,64.6992,50.0,1000,0.0,0,50.0,15.0,7680,15.0,7680,0.0
101,,,121.2,970,,,,0.0,0,,,,10.1,2586,,,,0.0,0,,,,15.0,7680,
102,,,122.4,979,,,,0.0,0,,,,10.2,2611,,,,0.0,0,,,,15.0,7680,
103,,,123.6,989,,,,0.0,0,,,,10.3,2637,,,,0.0,0,,,,15.0,7680,
104,,,124.8,998,,,,0.0,0,,,,10.4,2662,,,,0.0,0,,,,15.0,7680,
105,,,126.0,1008,,,,0.0,0,,,,10.5,2688,,,,0.0,0,,,,15.0,7680,
106,,,127.2,1018,,,,0.0,0,,,,10.6,2714,,,,0.0,0,,,,15.0,7680,
107,,,128.4,1027,,,,0.0,0,,,,10.7,2739,,,,0.0,0,,,,15.0,7680,
108,,,129.6,1037,,,,0.0,0,,,,10.8,2765,,,,0.0,0,,,,15.0,7680,
109,,,130.8,1046,,,,0.0,0,,,,10.9,2790,,,,0.0,0,,,,15.0,7680,
110,,,132.0,1056,,,,0.0,0,,,,11.0,2816,,,,0.0,0,,,,15.0,7680,
111,,,133.2,1066,,,,0.0,0,,,,11.1,2842,,,,0.0,0,,,,15.0,7680,
112,,,134.4,1075,,,,0.0,0,,,,11.2,2867,,,,0.0,0,,,,15.0,7680,
113,,,135.6,1085,,,,0.0,0,,,,11.3,2893,,,,0.0,0,,,,15.0,7680,
114,,,136.8,1094,,,,0.0,0,,,,11.4,2918,,,,0.0,0,,,,15.0,7680,
115,,,138.0,1104,,,,0.0,0,,,,11.5,2944,,,,0.0,0,,,,15.0,7680,
116,1010.0,8080,139.2,1114,870.8,,,0.0,0,,,,11.6,2970,,,,0.0,0,,,,15.0,7680,
117,,,140.4,1123,,18.0,45,0.0,0,18.0,77.0,19712,11.7,2995,65.3,50.0,1000,0.0,0,50.0,15.0,7680,15.0,7680,0.0
118,,,141.6,1133,,,,0.0,0,,,,11.8,3021,,,,0.0,0,,,,15.0,7680,
119,,,142.8,1142,,,,0.0,0,,,,11.9,3046,,,,0.0,0,,,,15.0,7680,
120,,,144.0,1152,,,,0.0,0,,,,12.0,3072,,,,0.0,0,,,,15.0,7680,
121,,,145.2,1162,,,,0.0,0,,,,12.1,3098,,,,0.0,0,,,,15.0,7680,
122,,,146.4,1171,,,,0.0,0,,,,12.2,3123,,,,0.0,0,,,,15.0,7680,
123,,,147.6,1181,,,,0.0,0,,,,12.3,3149,,,,0.0,0,,,,15.0,7680,
124,,,148.8,1190,,,,0.0,0,,,,12.4,3174,,,,0.0,0,,,,15.0,7680,
125,,,150.0,1200,,,,0.0,0,,,,12.5,3200,,,,0.0,0,,,,15.0,7680,
126,,,151.2,1210,,,,0.0,0,,,,12.6,3226,,,,0.0,0,,,,15.0,7680,
127,,,152.4,1219,,,,0.0,0,,,,12.7,3251,,,,0.0,0,,,,15.0,7680,
128,,,153.6,1229,,,,0.0,0,,,,12.8,3277,,,,0.0,0,,,,15.0,7680,
129,,,154.8,1238,,,,0.0,0,,,,12.9,3302,,,,0.0,0,,,,15.0,7680,
130,,,156.0,1248,,,,0.0,0,,,,13.0,3328,,,,0.0,0,,,,15.0,7680,
131,,,157.2,1258,,,,0.0,0,,,,13.1,3354,,,,0.0,0,,,,15.0,7680,
132,,,158.4,1267,,,,0.0,0,,,,13.2,3379,,,,0.0,0,,,,15.0,7680,
133,1040.0,8320,159.6,1277,880.4,18.0,45,0.0,0,18.0,,,13.3,3405,,,,0.0,0,,,,15.0,7680,
134,,,160.8,1286,,,,0.0,0,,79.3008,20301,13.4,3430,65.9008,50.0,1000,0.0,0,50.0,15.0,7680,15.0,7680,0.0
135,,,162.0,1296,,,,0.0,0,,,,13.5,3456,,,,0.0,0,,,,15.0,7680,
136,,,163.2,1306,,,,0.0,0,,,,13.6,3482,,,,0.0,0,,,,15.0,7680,
137,,,164.4,1315,,,,0.0,0,,,,13.7,3507,,,,0.0,0,,,,15.0,7680,
138,,,165.6,1325,,,,0.0,0,,,,13.8,3533,,,,0.0,0,,,,15.0,7680,
139,,,166.8,1334,,,,0.0,0,,,,13.9,3558,,,,0.0,0,,,,15.0,7680,
140,,,168.0,1344,,,,0.0,0,,,,14.0,3584,,,,0.0,0,,,,15.0,7680,
141,,,169.2,1354,,,,0.0,0,,,,14.1,3610,,,,0.0,0,,,,15.0,7680,
142,,,170.4,1363,,,,0.0,0,,,,14.2,3635,,,,0.0,0,,,,15.0,7680,
143,,,171.6,1373,,,,0.0,0,,,,14.3,3661,,,,0.0,0,,,,15.0,7680,
144,,,172.8,1382,,,,0.0,0,,,,14.4,3686,,,,0.0,0,,,,15.0,7680,
145,,,174.0,1392,,,,0.0,0,,,,14.5,3712,,,,0.0,0,,,,15.0,7680,
146,,,175.2,1402,,,,0.0,0,,,,14.6,3738,,,,0.0,0,,,,15.0,7680,
147,,,176.4,1411,,,,0.0,0,,,,14.7,3763,,,,0.0,0,,,,15.0,7680,
148,,,177.6,1421,,,,0.0,0,,,,14.8,3789,,,,0.0,0,,,,15.0,7680,
149,,,178.8,1430,,,,0.0,0,,,,14.9,3814,,,,0.0,0,,,,15.0,7680,
150,1070.0,8560,180.0,1440,890.0,18.0,45,0.0,0,18.0,81.3984,20838,15.0,3840,66.3984,50.0,1000,0.0,0,50.0,15.0,7680,15.0,7680,0.0
151,,,181.2,1450,,,,0.0,0,,,,15.1,3866,,,,0.0,0,,,,15.0,7680,
152,,,182.4,1459,,,,0.0,0,,,,15.2,3891,,,,0.0,0,,,,15.0,7680,
153,,,183.6,1469,,,,0.0,0,,,,15.3,3917,,,,0.0,0,,,,15.0,7680,
154,,,184.8,1478,,,,0.0,0,,,,15.4,3942,,,,0.0,0,,,,15.0,7680,
155,,,186.0,1488,,,,0.0,0,,,,15.5,3968,,,,0.0,0,,,,15.0,7680,
156,,,187.2,1498,,,,0.0,0,,,,15.6,3994,,,,0.0,0,,,,15.0,7680,
157,,,188.4,1507,,,,0.0,0,,,,15.7,4019,,,,0.0,0,,,,15.0,7680,
158,,,189.6,1517,,,,0.0,0,,,,15.8,4045,,,,0.0,0,,,,15.0,7680,
159,,,190.8,1526,,,,0.0,0,,,,15.9,4070,,,,0.0,0,,,,15.0,7680,
160,,,192.0,1536,,,,0.0,0,,,,16.0,4096,,,,0.0,0,,,,15.0,7680,
161,,,193.2,1546,,,,0.0,0,,,,16.1,4122,,,,0.0,0,,,,15.0,7680,
162,,,194.4,1555,,,,0.0,0,,,,16.2,4147,,,,0.0,0,,,,15.0,7680,
163,,,195.6,1565,,,,0.0,0,,,,16.3,4173,,,,0.0,0,,,,15.0,7680,
164,,,196.8,1574,,,,0.0,0,,,,16.4,4198,,,,0.0,0,,,,15.0,7680,
165,,,198.0,1584,,,,0.0,0,,,,16.5,4224,,,,0.0,0,,,,15.0,7680,
166,,,199.2,1594,,,,0.0,0,,,,16.6,4250,,,,0.0,0,,,,15.0,7680,
167,1100.0,8800,200.4,1603,899.6,26.0,65,0.0,0,26.0,83.5,21376,16.7,4275,66.8,50.0,1000,0.0,0,50.0,15.0,7680,15.0,7680,0.0
168,,,201.6,1613,,,,0.0,0,,,,16.8,4301,,,,0.0,0,,,,15.0,7680,
169,,,202.8,1622,,,,0.0,0,,,,16.9,4326,,,,0.0,0,,,,15.0,7680,
170,,,204.0,1632,,,,0.0,0,,,,17.0,4352,,,,0.0,0,,,,15.0,7680,
171,,,205.2,1642,,,,0.0,0,,,,17.1,4378,,,,0.0,0,,,,15.0,7680,
172,,,206.4,1651,,,,0.0,0,,,,17.2,4403,,,,0.0,0,,,,15.0,7680,
173,,,207.6,1661,,,,0.0,0,,,,17.3,4429,,,,0.0,0,,,,15.0,7680,
174,,,208.8,1670,,,,0.0,0,,,,17.4,4454,,,,0.0,0,,,,15.0,7680,
175,,,210.0,1680,,,,0.0,0,,,,17.5,4480,,,,0.0,0,,,,15.0,7680,
176,,,211.2,1690,,,,0.0,0,,,,17.6,4506,,,,0.0,0,,,,15.0,7680,
177,,,212.4,1699,,,,0.0,0,,,,17.7,4531,,,,0.0,0,,,,15.0,7680,
178,,,213.6,1709,,,,0.0,0,,,,17.8,4557,,,,0.0,0,,,,15.0,7680,
179,,,214.8,1718,,,,0.0,0,,,,17.9,4582,,,,0.0,0,,,,15.0,7680,
180,,,216.0,1728,,,,0.0,0,,,,18.0,4608,,,,0.0,0,,,,15.0,7680,
181,,,217.2,1738,,,,0.0,0,,,,18.1,4634,,,,0.0,0,,,,15.0,7680,
182,,,218.4,1747,,,,0.0,0,,,,18.2,4659,,,,0.0,0,,,,15.0,7680,
183,1130.0,9040,219.6,1757,910.4,,,0.0,0,,,,18.3,4685,,,,0.0,0,,,,15.0,7680,
184,,,220.8,1766,,26.0,65,0.0,0,26.0,85.5,21888,18.4,4710,67.1,50.0,1000,0.0,0,50.0,15.0,7680,15.0,7680,0.0
185,,,222.0,1776,,,,0.0,0,,,,18.5,4736,,,,0.0,0,,,,15.0,7680,
186,,,223.2,1786,,,,0.0,0,,,,18.6,4762,,,,0.0,0,,,,15.0,7680,
187,,,224.4,1795,,,,0.0,0,,,,18.7,4787,,,,0.0,0,,,,15.0,7680,
188,,,225.6,1805,,,,0.0,0,,,,18.8,4813,,,,0.0,0,,,,15.0,7680,
189,,,226.8,1814,,,,0.0,0,,,,18.9,4838,,,,0.0,0,,,,15.0,7680,
190,,,228.0,1824,,,,0.0,0,,,,19.0,4864,,,,0.0,0,,,,15.0,7680,
191,,,229.2,1834,,,,0.0,0,,,,19.1,4890,,,,0.0,0,,,,15.0,7680,
192,,,230.4,1843,,,,0.0,0,,,,19.2,4915,,,,0.0,0,,,,15.0,7680,
193,,,231.6,1853,,,,0.0,0,,,,19.3,4941,,,,0.0,0,,,,15.0,7680,
194,,,232.8,1862,,,,0.0,0,,,,19.4,4966,,,,0.0,0,,,,15.0,7680,
195,,,234.0,1872,,,,0.0,0,,,,19.5,4992,,,,0.0,0,,,,15.0,7680,
196,,,235.2,1882,,,,0.0,0,,,,19.6,5018,,,,0.0,0,,,,15.0,7680,
197,,,236.4,1891,,,,0.0,0,,,,19.7,5043,,,,0.0,0,,,,15.0,7680,
198,,,237.6,1901,,,,0.0,0,,,,19.8,5069,,,,0.0,0,,,,15.0,7680,
199,,,238.8,1910,,,,0.0,0,,,,19.9,5094,,,,0.0,0,,,,15.0,7680,
200,1160.0,9280,240.0,1920,920.0,26.0,65,0.0,0,26.0,87.3984,22374,20.0,5120,67.3984,,,0.0,0,,,,15.0,7680,
201,,,241.2,1930,,,,0.0,0,,,,20.1,5146,,50.0,1000,0.0,0,50.0,15.0,7680,15.0,7680,0.0
202,,,242.4,1939,,,,0.0,0,,,,20.2,5171,,,,0.0,0,,,,15.0,7680,
203,,,243.6,1949,,,,0.0,0,,,,20.3,5197,,,,0.0,0,,,,15.0,7680,
204,,,244.8,1958,,,,0.0,0,,,,20.4,5222,,,,0.0,0,,,,15.0,7680,
205,,,246.0,1968,,,,0.0,0,,,,20.5,5248,,,,0.0,0,,,,15.0,7680,
206,,,247.2,1978,,,,0.0,0,,,,20.6,5274,,,,0.0,0,,,,15.0,7680,
207,,,248.4,1987,,,,0.0,0,,,,20.7,5299,,,,0.0,0,,,,15.0,7680,
208,,,249.6,1997,,,,0.0,0,,,,20.8,5325,,,,0.0,0,,,,15.0,7680,
209,,,250.8,2006,,,,0.0,0,,,,20.9,5350,,,,0.0,0,,,,15.0,7680,
210,,,252.0,2016,,,,0.0,0,,,,21.0,5376,,,,0.0,0,,,,15.0,7680,
211,,,253.2,2026,,,,0.0,0,,,,21.1,5402,,,,0.0,0,,,,15.0,7680,
212,,,254.4,2035,,,,0.0,0,,,,21.2,5427,,,,0.0,0,,,,15.0,7680,
213,,,255.6,2045,,,,0.0,0,,,,21.3,5453,,,,0.0,0,,,,15.0,7680,
214,,,256.8,2054,,,,0.0,0,,,,21.4,5478,,,,0.0,0,,,,15.0,7680,
215,,,258.0,2064,,,,0.0,0,,,,21.5,5504,,,,0.0,0,,,,15.0,7680,
216,,,259.2,2074,,,,0.0,0,,,,21.6,5530,,,,0.0,0,,,,15.0,7680,
217,1190.0,9520,260.4,2083,929.6,26.0,65,0.0,0,26.0,89.1992,22835,21.7,5555,67.4992,50.0,1000,0.0,0,50.0,15.0,7680,15.0,7680,0.0
218,,,261.6,2093,,,,0.0,0,,,,21.8,5581,,,,0.0,0,,,,15.0,7680,
219,,,262.8,2102,,,,0.0,0,,,,21.9,5606,,,,0.0,0,,,,15.0,7680,
220,,,264.0,2112,,,,0.0,0,,,,22.0,5632,,,,0.0,0,,,,15.0,7680,
221,,,265.2,2122,,,,0.0,0,,,,22.1,5658,,,,0.0,0,,,,15.0,7680,
222,,,266.4,2131,,,,0.0,0,,,,22.2,5683,,,,0.0,0,,,,15.0,7680,
223,,,267.6,2141,,,,0.0,0,,,,22.3,5709,,,,0.0,0,,,,15.0,7680,
224,,,268.8,2150,,,,0.0,0,,,,22.4,5734,,,,0.0,0,,,,15.0,7680,
225,,,270.0,2160,,,,0.0,0,,,,22.5,5760,,,,0.0,0,,,,15.0,7680,
226,,,271.2,2170,,,,0.0,0,,,,22.6,5786,,,,0.0,0,,,,15.0,7680,
227,,,272.4,2179,,,,0.0,0,,,,22.7,5811,,,,0.0,0,,,,15.0,7680,
228,,,273.6,2189,,,,0.0,0,,,,22.8,5837,,,,0.0,0,,,,15.0,7680,
229,,,274.8,2198,,,,0.0,0,,,,22.9,5862,,,,0.0,0,,,,15.0,7680,
230,,,276.0,2208,,,,0.0,0,,,,23.0,5888,,,,0.0,0,,,,15.0,7680,
231,,,277.2,2218,,,,0.0,0,,,,23.1,5914,,,,0.0,0,,,,15.0,7680,
232,,,278.4,2227,,,,0.0,0,,,,23.2,5939,,,,0.0,0,,,,15.0,7680,
233,,,279.6,2237,,,,0.0,0,,,,23.3,5965,,,,0.0,0,,,,15.0,7680,
234,1220.0,9760,280.8,2246,939.2,26.0,65,0.0,0,26.0,90.8008,23245,23.4,5990,67.4008,50.0,1000,0.0,0,50.0,15.0,7680,15.0,7680,0.0
235,,,282.0,2256,,,,0.0,0,,,,23.5,6016,,,,0.0,0,,,,15.0,7680,
236,,,283.2,2266,,,,0.0,0,,,,23.6,6042,,,,0.0,0,,,,15.0,7680,
237,,,284.4,2275,,,,0.0,0,,,,23.7,6067,,,,0.0,0,,,,15.0,7680,
238,,,285.6,2285,,,,0.0,0,,,,23.8,6093,,,,0.0,0,,,,15.0,7680,
239,,,286.8,2294,,,,0.0,0,,,,23.9,6118,,,,0.0,0,,,,15.0,7680,
240,,,288.0,2304,,,,0.0,0,,,,24.0,6144,,,,0.0,0,,,,15.0,7680,
241,,,289.2,2314,,,,0.0,0,,,,24.1,6170,,,,0.0,0,,,,15.0,7680,
242,,,290.4,2323,,,,0.0,0,,,,24.2,6195,,,,0.0,0,,,,15.0,7680,
243,,,291.6,2333,,,,0.0,0,,,,24.3,6221,,,,0.0,0,,,,15.0,7680,
244,,,292.8,2342,,,,0.0,0,,,,24.4,6246,,,,0.0,0,,,,15.0,7680,
245,,,294.0,2352,,,,0.0,0,,,,24.5,6272,,,,0.0,0,,,,15.0,7680,
246,,,295.2,2362,,,,0.0,0,,,,24.6,6298,,,,0.0,0,,,,15.0,7680,
247,,,296.4,2371,,,,0.0,0,,,,24.7,6323,,,,0.0,0,,,,15.0,7680,
248,,,297.6,2381,,,,0.0,0,,,,24.8,6349,,,,0.0,0,,,,15.0,7680,
249,,,298.8,2390,,,,0.0,0,,,,24.9,6374,,,,0.0,0,,,,15.0,7680,
250,1250.0,10000,300.0,2400,950.0,34.0,85,10.0,25,24.0,,,25.0,6400,,,,0.0,0,,,,15.0,7680,
251,,,301.2,2410,,,,10.0,25,,92.3984,23654,25.1,6426,67.2984,50.0,1000,0.0,0,50.0,15.0,7680,15.0,7680,0.0
252,,,302.4,2419,,,,10.0,25,,,,25.2,6451,,,,0.0,0,,,,15.0,7680,
253,,,303.6,2429,,,,10.0,25,,,,25.3,6477,,,,0.0,0,,,,15.0,7680,
254,,,304.8,2438,,,,10.0,25,,,,25.4,6502,,,,0.0,0,,,,15.0,7680,
255,,,306.0,2448,,,,10.0,25,,,,25.5,6528,,,,0.0,0,,,,15.0,7680,
256,,,307.2,2458,,,,10.0,25,,,,25.6,6554,,,,0.0,0,,,,15.0,7680,
257,,,308.4,2467,,,,10.0,25,,,,25.7,6579,,,,0.0,0,,,,15.0,7680,
